colored,blocksworld_06,5,489.15,3452024,18798676,23999562
gnadGjoel,blocksworld_06,5,0.001466,74,115,200
colored,blocksworld_06,6,16.8858,126730,733178,914545
gnadGjoel,blocksworld_06,6,0.002277,76,143,237
colored,blocksworld_06,7,21.255,163382,988397,1210376
gnadGjoel,blocksworld_06,7,0.001319,59,102,166
colored,blocksworld_06,8,85.1419,653136,3698898,4646270
gnadGjoel,blocksworld_06,8,0.001809,180,277,501
colored,blocksworld_06,9,23.6971,184386,1138205,1391878
gnadGjoel,blocksworld_06,9,0.002338,214,309,582
colored,blocksworld_06,10,21.0464,163941,989673,1223005
gnadGjoel,blocksworld_06,10,0.001686,97,171,298
colored,blocksworld_06,11,11.6886,95910,548430,685401
gnadGjoel,blocksworld_06,11,0.002009,182,284,509
colored,blocksworld_06,12,55.6796,447206,2571095,3202361
gnadGjoel,blocksworld_06,12,0.001356,64,121,194
colored,blocksworld_06,13,9.43217,74769,506692,605609
gnadGjoel,blocksworld_06,13,0.001691,147,226,393
colored,blocksworld_06,14,24.0152,190713,1177032,1438364
gnadGjoel,blocksworld_06,14,0.002037,153,251,430
colored,blocksworld_06,15,25.9714,212027,1336339,1624211
gnadGjoel,blocksworld_06,15,0.001366,33,73,108
colored,blocksworld_06,16,17.7325,143948,916779,1130977
gnadGjoel,blocksworld_06,16,0.001837,153,250,442
colored,blocksworld_06,17,17.4591,140105,859286,1061641
gnadGjoel,blocksworld_06,17,0.001383,59,98,164
colored,blocksworld_06,18,19.9653,153921,1068423,1289357
gnadGjoel,blocksworld_06,18,0.001648,108,185,320
colored,blocksworld_06,19,29.6682,236476,1445088,1764055
gnadGjoel,blocksworld_06,19,0.00153,96,166,280
colored,blocksworld_06,20,35.4715,277403,1780614,2161814
gnadGjoel,blocksworld_06,20,0.00187,151,247,446
colored,blocksworld_06,21,20.0831,157402,940248,1164001
gnadGjoel,blocksworld_06,21,0.001641,127,227,395
colored,blocksworld_06,22,17.7458,136857,841093,1034355
gnadGjoel,blocksworld_06,22,0.001468,70,134,209
colored,blocksworld_06,23,56.6858,426698,2569734,3170842
gnadGjoel,blocksworld_06,23,0.00204,171,261,469
colored,blocksworld_06,24,60.4277,441095,2918965,3547588
gnadGjoel,blocksworld_06,24,0.002165,143,219,393
colored,blocksworld_06,25,36.2796,282749,1773583,2189854
gnadGjoel,blocksworld_06,25,0.001428,50,81,137
colored,blocksworld_06,26,47.791,393014,2169703,2739394
gnadGjoel,blocksworld_06,26,0.002049,134,205,357
colored,blocksworld_06,27,26.1468,208095,1298476,1578882
gnadGjoel,blocksworld_06,27,0.001381,71,124,197
colored,blocksworld_06,28,14.7837,123669,735552,905765
gnadGjoel,blocksworld_06,28,0.001379,29,55,87
colored,blocksworld_06,29,92.4308,687405,3803929,4825832
gnadGjoel,blocksworld_06,29,0.002516,105,184,313
colored,blocksworld_06,30,17.0339,129684,746184,931507
gnadGjoel,blocksworld_06,30,0.00184,38,71,111
colored,blocksworld_06,31,31.825,226705,1560512,1873309
gnadGjoel,blocksworld_06,31,0.001506,29,52,83
colored,blocksworld_06,32,20.3696,156402,930833,1149367
gnadGjoel,blocksworld_06,32,0.001828,156,242,436
colored,blocksworld_06,33,273.11,1616346,9653399,11956430
gnadGjoel,blocksworld_06,33,0.002441,151,238,415
colored,blocksworld_06,34,33.1567,215736,1250986,1557742
gnadGjoel,blocksworld_06,34,0.001298,50,85,140
colored,blocksworld_06,35,39.2284,253095,1521904,1883068
gnadGjoel,blocksworld_06,35,0.002181,162,270,483
colored,blocksworld_06,36,14.7591,101430,620952,768683
gnadGjoel,blocksworld_06,36,0.001906,110,193,321
colored,blocksworld_06,37,15.9005,99998,662228,800950
gnadGjoel,blocksworld_06,37,0.001683,38,66,107
colored,blocksworld_06,38,567.883,3695071,20835833,26172270
gnadGjoel,blocksworld_06,38,0.001507,99,152,255
colored,blocksworld_06,39,15.0292,109387,724495,874076
gnadGjoel,blocksworld_06,39,0.001882,86,136,238
colored,blocksworld_06,40,16.5522,133358,773831,961119
gnadGjoel,blocksworld_06,40,0.001902,130,231,398
colored,blocksworld_06,41,20.0185,158581,884109,1105719
gnadGjoel,blocksworld_06,41,0.001547,125,188,334
colored,blocksworld_06,42,15.0661,116684,768998,930391
gnadGjoel,blocksworld_06,42,0.00195,106,180,305
colored,blocksworld_06,43,12.5796,96582,642455,773694
gnadGjoel,blocksworld_06,43,0.001582,124,204,348
colored,blocksworld_06,44,23.8186,181059,1038111,1303129
gnadGjoel,blocksworld_06,44,0.002257,225,345,632
colored,blocksworld_06,45,18.7179,139092,964525,1163739
gnadGjoel,blocksworld_06,45,0.001846,188,298,534
colored,blocksworld_06,46,14.8542,114129,670769,824773
gnadGjoel,blocksworld_06,46,0.002357,266,386,733
colored,blocksworld_06,47,16.9024,132565,808232,989546
gnadGjoel,blocksworld_06,47,0.001769,181,274,519
colored,blocksworld_06,48,17.2909,133277,770385,949021
gnadGjoel,blocksworld_06,48,0.001601,142,217,383
colored,blocksworld_06,49,151.671,1129085,6320141,7904993
gnadGjoel,blocksworld_06,49,0.002155,237,350,655
colored,blocksworld_07,1,202.625,1237306,6653793,8574674
gnadGjoel,blocksworld_07,1,0.001549,103,173,290
colored,blocksworld_07,2,1404.01,8300527,49201581,62498680
gnadGjoel,blocksworld_07,2,0.001547,134,213,374
colored,blocksworld_07,3,888.712,5460919,32079322,40959438
gnadGjoel,blocksworld_07,3,0.001492,86,167,278
colored,blocksworld_07,4,1550.81,9841245,53078858,69857796
gnadGjoel,blocksworld_07,4,0.001753,222,328,599
colored,blocksworld_07,5,44.3801,258885,1532543,1916898
gnadGjoel,blocksworld_07,5,0.002879,244,379,679
