colored,blocksworld_02,2,0.107143,2356,9500,12839
gnadGjoel,blocksworld_02,2,0.003825,256,358,692
colored,blocksworld_02,3,0.146386,5635,16855,24927
gnadGjoel,blocksworld_02,3,0.001481,78,130,220
colored,blocksworld_02,4,0.294297,9584,27430,40827
gnadGjoel,blocksworld_02,4,0.002244,76,147,237
colored,blocksworld_02,5,1.12769,46361,120109,191022
gnadGjoel,blocksworld_02,5,0.002572,144,224,402
colored,blocksworld_02,6,0.125652,3710,12503,17692
gnadGjoel,blocksworld_02,6,0.001863,51,76,130
colored,blocksworld_02,7,0.084944,2753,9516,13333
gnadGjoel,blocksworld_02,7,0.002231,97,163,279
colored,blocksworld_02,8,0.141386,6208,19734,28432
gnadGjoel,blocksworld_02,8,0.002337,148,229,405
colored,blocksworld_02,9,0.10506,2838,9015,12773
gnadGjoel,blocksworld_02,9,0.001857,60,101,170
colored,blocksworld_02,10,0.157617,4327,12663,18570
gnadGjoel,blocksworld_02,10,0.002408,146,226,386
colored,blocksworld_02,11,0.214063,4194,13942,19650
gnadGjoel,blocksworld_02,11,0.001774,45,80,129
colored,blocksworld_02,12,0.094666,2108,7153,10073
gnadGjoel,blocksworld_02,12,0.001949,60,102,168
colored,blocksworld_02,13,0.109209,2169,7900,10789
gnadGjoel,blocksworld_02,13,0.001965,130,218,375
colored,blocksworld_02,14,0.188728,3964,14850,20525
gnadGjoel,blocksworld_02,14,0.002901,79,131,218
colored,blocksworld_02,15,0.414287,7975,25324,36365
gnadGjoel,blocksworld_02,15,0.006223,146,238,426
colored,blocksworld_02,16,0.124237,3447,10716,15279
gnadGjoel,blocksworld_02,16,0.001946,57,105,168
colored,blocksworld_02,17,0.079992,2323,8417,11366
gnadGjoel,blocksworld_02,17,0.002437,146,235,420
colored,blocksworld_02,18,0.142235,3382,10958,15641
gnadGjoel,blocksworld_02,18,0.002394,111,186,311
colored,blocksworld_02,19,0.180458,5208,16378,23787
gnadGjoel,blocksworld_02,19,0.001719,50,88,145
colored,blocksworld_02,20,0.088483,3334,11233,15746
gnadGjoel,blocksworld_02,20,0.002423,150,238,419
colored,blocksworld_02,21,0.236619,9657,30703,44747
gnadGjoel,blocksworld_02,21,0.002593,146,241,419
colored,blocksworld_02,22,0.061981,2919,9176,13065
gnadGjoel,blocksworld_02,22,0.001243,94,157,259
colored,blocksworld_02,23,0.037911,1787,5562,7912
gnadGjoel,blocksworld_02,23,0.00275,130,210,364
colored,blocksworld_02,24,0.182996,8190,26728,38587
gnadGjoel,blocksworld_02,24,0.001608,126,206,354
colored,blocksworld_02,25,0.044354,1792,5854,8200
gnadGjoel,blocksworld_02,25,0.002785,90,142,244
colored,blocksworld_02,26,0.264121,9448,26425,40248
gnadGjoel,blocksworld_02,26,0.002435,125,205,343
colored,blocksworld_02,27,0.544478,21200,59043,92164
gnadGjoel,blocksworld_02,27,0.002548,281,413,777
colored,blocksworld_02,28,0.121597,3378,11144,15791
gnadGjoel,blocksworld_02,28,0.00264,177,257,467
colored,blocksworld_02,29,0.194657,4415,13765,20063
gnadGjoel,blocksworld_02,29,0.002993,101,172,281
colored,blocksworld_02,30,0.198519,3660,13611,18790
gnadGjoel,blocksworld_02,30,0.001983,64,117,194
colored,blocksworld_02,31,0.074979,2580,9051,12482
gnadGjoel,blocksworld_02,31,0.001535,81,128,217
colored,blocksworld_02,32,0.144816,6411,19429,28634
gnadGjoel,blocksworld_02,32,0.002918,212,309,595
colored,blocksworld_02,33,0.488322,11381,37218,53448
gnadGjoel,blocksworld_02,33,0.002918,159,242,433
colored,blocksworld_02,34,0.10743,4909,14125,20967
gnadGjoel,blocksworld_02,34,0.001462,141,225,400
colored,blocksworld_02,35,0.151208,7137,20665,30718
gnadGjoel,blocksworld_02,35,0.001371,108,182,313
colored,blocksworld_02,36,0.073149,3261,10731,15144
gnadGjoel,blocksworld_02,36,0.001159,69,116,193
colored,blocksworld_02,37,0.079727,3687,11812,16896
gnadGjoel,blocksworld_02,37,0.001456,67,137,220
colored,blocksworld_02,38,0.143434,6897,18864,28531
gnadGjoel,blocksworld_02,38,0.001714,166,249,449
colored,blocksworld_02,39,0.176207,6408,21405,30398
gnadGjoel,blocksworld_02,39,0.001182,74,112,197
colored,blocksworld_02,40,0.067409,3277,10516,14924
gnadGjoel,blocksworld_02,40,0.004405,222,327,621
colored,blocksworld_02,41,0.047321,1606,7077,9150
gnadGjoel,blocksworld_02,41,0.003022,170,262,466
colored,blocksworld_02,42,0.075948,3530,12711,17866
gnadGjoel,blocksworld_02,42,0.001323,105,181,312
colored,blocksworld_02,43,0.123886,3409,11581,16481
gnadGjoel,blocksworld_02,43,0.002765,165,251,448
colored,blocksworld_02,44,0.092865,2168,7295,10376
gnadGjoel,blocksworld_02,44,0.002352,151,238,416
colored,blocksworld_02,45,0.105014,4934,16238,23379
gnadGjoel,blocksworld_02,45,0.001961,137,217,378
colored,blocksworld_02,46,0.038685,1675,6255,8355
gnadGjoel,blocksworld_02,46,0.003557,105,190,316
colored,blocksworld_02,47,0.105577,5093,15509,22706
gnadGjoel,blocksworld_02,47,0.002189,207,309,579
colored,blocksworld_02,48,0.093957,3954,12414,17754
gnadGjoel,blocksworld_02,48,0.001401,64,94,166
colored,blocksworld_02,49,0.211262,6295,19178,28398
gnadGjoel,blocksworld_02,49,0.001467,58,94,160
colored,blocksworld_03,1,1.53506,24886,143647,176066
gnadGjoel,blocksworld_03,1,0.001286,78,133,226
colored,blocksworld_03,2,0.699682,13656,78777,96190
gnadGjoel,blocksworld_03,2,0.002188,116,191,330
colored,blocksworld_03,3,1.21495,23326,123035,152745
gnadGjoel,blocksworld_03,3,0.001852,164,246,450
colored,blocksworld_03,4,0.893309,17857,94517,117296
gnadGjoel,blocksworld_03,4,0.002032,51,93,147
colored,blocksworld_03,5,1.52897,28688,151959,189381
gnadGjoel,blocksworld_03,5,0.003737,109,179,306
colored,blocksworld_03,6,1.3542,27010,142165,176983
gnadGjoel,blocksworld_03,6,0.002713,287,409,773
colored,blocksworld_03,7,2.11743,39726,219700,270971
gnadGjoel,blocksworld_03,7,0.001299,115,179,310
colored,blocksworld_03,8,0.681591,13942,75042,93058
gnadGjoel,blocksworld_03,8,0.001329,91,142,242
colored,blocksworld_03,9,0.670795,12279,69795,85252
gnadGjoel,blocksworld_03,9,0.001434,57,101,166
colored,blocksworld_03,10,0.752447,15113,81072,100543
gnadGjoel,blocksworld_03,10,0.001769,91,145,247
colored,blocksworld_03,11,1.02577,21363,111485,139073
gnadGjoel,blocksworld_03,11,0.001479,133,223,397
colored,blocksworld_03,12,1.106,22758,117269,146563
gnadGjoel,blocksworld_03,12,0.001595,57,112,176
colored,blocksworld_03,13,2.41574,46182,231802,292099
gnadGjoel,blocksworld_03,13,0.002279,103,175,293
colored,blocksworld_03,14,0.909218,17947,96787,119914
gnadGjoel,blocksworld_03,14,0.001588,126,206,365
colored,blocksworld_03,15,0.807586,16263,85538,106453
gnadGjoel,blocksworld_03,15,0.001252,47,96,153
colored,blocksworld_03,16,0.658335,13203,76858,93975
gnadGjoel,blocksworld_03,16,0.00235,121,212,360
colored,blocksworld_03,17,2.11157,39717,213463,264582
gnadGjoel,blocksworld_03,17,0.002056,120,189,334
colored,blocksworld_03,18,0.408816,8431,46131,56845
gnadGjoel,blocksworld_03,18,0.001113,54,87,143
colored,blocksworld_03,19,1.90411,35870,188789,235696
gnadGjoel,blocksworld_03,19,0.001272,59,103,164
colored,blocksworld_03,20,1.3099,26645,135518,169958
gnadGjoel,blocksworld_03,20,0.001616,152,230,410
colored,blocksworld_03,21,1.871,34432,176108,220963
gnadGjoel,blocksworld_03,21,0.001892,88,155,258
colored,blocksworld_03,22,1.14122,22448,124119,152701
gnadGjoel,blocksworld_03,22,0.002224,230,336,622
colored,blocksworld_03,23,1.40606,28472,149457,186007
gnadGjoel,blocksworld_03,23,0.002408,241,343,647
colored,blocksworld_03,24,1.55734,31214,158929,199279
gnadGjoel,blocksworld_03,24,0.00151,78,149,240
colored,blocksworld_03,25,1.19283,20545,112467,138897
gnadGjoel,blocksworld_03,25,0.002516,251,369,695
colored,blocksworld_03,26,1.6231,31698,163429,204119
gnadGjoel,blocksworld_03,26,0.001249,94,158,261
colored,blocksworld_03,27,1.98131,28735,150711,188485
gnadGjoel,blocksworld_03,27,0.00261,113,189,332
colored,blocksworld_03,28,2.06313,34155,183791,228390
gnadGjoel,blocksworld_03,28,0.002394,137,218,386
colored,blocksworld_03,29,1.16409,22870,124086,153511
gnadGjoel,blocksworld_03,29,0.002527,126,200,343
colored,blocksworld_03,30,1.51521,29544,154014,192416
gnadGjoel,blocksworld_03,30,0.002009,184,280,520
colored,blocksworld_03,31,1.5358,24292,140139,171061
gnadGjoel,blocksworld_03,31,0.006733,155,252,437
colored,blocksworld_03,32,1.95123,26796,139944,174513
gnadGjoel,blocksworld_03,32,0.003796,246,373,672
colored,blocksworld_03,33,2.25448,27635,138500,174218
gnadGjoel,blocksworld_03,33,0.001955,98,163,274
colored,blocksworld_03,34,2.00276,32007,163398,205198
gnadGjoel,blocksworld_03,34,0.005282,157,259,461
colored,blocksworld_03,35,1.84768,31648,161639,202571
gnadGjoel,blocksworld_03,35,0.003831,154,230,402
colored,blocksworld_03,36,1.63637,29105,154266,192006
gnadGjoel,blocksworld_03,36,0.002902,267,377,701
colored,blocksworld_03,37,1.30914,20627,109445,135963
gnadGjoel,blocksworld_03,37,0.001803,85,156,253
colored,blocksworld_03,38,1.34405,23262,126985,156694
gnadGjoel,blocksworld_03,38,0.001179,72,109,190
colored,blocksworld_03,39,0.73385,12998,69620,86480
gnadGjoel,blocksworld_03,39,0.00177,81,148,242
colored,blocksworld_03,40,1.97586,30900,165087,205688
gnadGjoel,blocksworld_03,40,0.002374,92,148,251
colored,blocksworld_03,41,1.21786,19789,101244,126907
gnadGjoel,blocksworld_03,41,0.001311,80,121,214
colored,blocksworld_03,42,2.90883,49498,245592,310483
gnadGjoel,blocksworld_03,42,0.003502,220,319,592
colored,blocksworld_03,43,1.87687,28943,149212,185797
gnadGjoel,blocksworld_03,43,0.003423,145,239,423
colored,blocksworld_03,44,0.429546,8162,45824,56163
gnadGjoel,blocksworld_03,44,0.001776,60,95,159
colored,blocksworld_03,45,2.16841,35526,184691,230506
gnadGjoel,blocksworld_03,45,0.001648,76,133,217
colored,blocksworld_03,46,1.54562,22649,126285,155389
gnadGjoel,blocksworld_03,46,0.004228,111,195,338
colored,blocksworld_03,47,0.720886,12394,66013,81695
gnadGjoel,blocksworld_03,47,0.002432,99,166,274
colored,blocksworld_03,48,2.7458,28133,144750,180843
gnadGjoel,blocksworld_03,48,0.002802,234,351,644
colored,blocksworld_03,49,1.0196,17550,93320,116021
gnadGjoel,blocksworld_03,49,0.001738,59,103,174
colored,blocksworld_04,1,4.00287,59713,233457,325113
gnadGjoel,blocksworld_04,1,0.002252,122,205,356
colored,blocksworld_04,2,0.967211,15628,67736,89193
gnadGjoel,blocksworld_04,2,0.001765,70,133,210
colored,blocksworld_04,3,7.81986,103109,396617,543195
gnadGjoel,blocksworld_04,3,0.00224,122,195,337
colored,blocksworld_04,4,7.36165,105815,423074,573509
gnadGjoel,blocksworld_04,4,0.00181,35,76,112
colored,blocksworld_04,5,1.47193,23517,92249,124141
gnadGjoel,blocksworld_04,5,0.001238,80,136,227
colored,blocksworld_04,6,2.81156,42445,182724,243668
gnadGjoel,blocksworld_04,6,0.001672,164,253,456
colored,blocksworld_04,7,3.33447,51663,217666,295341
gnadGjoel,blocksworld_04,7,0.002405,48,86,140
colored,blocksworld_04,8,0.994419,15859,64782,84990
gnadGjoel,blocksworld_04,8,0.002445,165,256,454
colored,blocksworld_04,9,1.8637,24252,110840,145714
gnadGjoel,blocksworld_04,9,0.00328,123,205,354
colored,blocksworld_04,10,6.39142,93538,346097,479321
gnadGjoel,blocksworld_04,10,0.001759,65,122,192
colored,blocksworld_04,11,5.93474,67348,245937,342706
gnadGjoel,blocksworld_04,11,0.002123,112,196,333
colored,blocksworld_04,12,3.79997,44099,197120,261831
gnadGjoel,blocksworld_04,12,0.002192,81,146,237
colored,blocksworld_04,13,2.34409,38101,148133,202413
gnadGjoel,blocksworld_04,13,0.001142,26,47,75
colored,blocksworld_04,14,3.90386,55648,235647,315195
gnadGjoel,blocksworld_04,14,0.002335,164,257,461
colored,blocksworld_04,15,6.49769,100019,359029,502835
gnadGjoel,blocksworld_04,15,0.001559,167,255,455
colored,blocksworld_04,16,5.38007,66110,285845,378251
gnadGjoel,blocksworld_04,16,0.003695,84,139,234
colored,blocksworld_04,17,2.91857,36716,150006,200647
gnadGjoel,blocksworld_04,17,0.001947,79,128,219
colored,blocksworld_04,18,13.0744,115522,468162,637065
gnadGjoel,blocksworld_04,18,0.002559,187,305,534
colored,blocksworld_04,19,45.9223,520638,1877764,2672157
gnadGjoel,blocksworld_04,19,0.002332,105,191,316
colored,blocksworld_04,20,5.62335,69800,277660,379342
gnadGjoel,blocksworld_04,20,0.002115,107,180,307
colored,blocksworld_04,21,3.25723,38805,176605,230571
gnadGjoel,blocksworld_04,21,0.00175,88,152,260
colored,blocksworld_04,22,2.18923,26908,120324,157393
gnadGjoel,blocksworld_04,22,0.002179,104,166,289
colored,blocksworld_04,23,4.98685,74564,311187,420284
gnadGjoel,blocksworld_04,23,0.001977,120,183,323
colored,blocksworld_04,24,1.76665,25511,112756,147886
gnadGjoel,blocksworld_04,24,0.002024,193,291,538
colored,blocksworld_04,25,2.74528,40526,169272,226437
gnadGjoel,blocksworld_04,25,0.00168,86,150,250
colored,blocksworld_04,26,3.09345,47565,200568,269828
gnadGjoel,blocksworld_04,26,0.001913,218,307,564
colored,blocksworld_04,27,2.53197,38627,168885,222619
gnadGjoel,blocksworld_04,27,0.001906,61,96,168
colored,blocksworld_04,28,64.4894,813265,2727370,3963328
gnadGjoel,blocksworld_04,28,0.002449,153,244,429
colored,blocksworld_04,29,1.21962,19137,85418,109731
gnadGjoel,blocksworld_04,29,0.001946,247,355,680
colored,blocksworld_04,30,175.224,2040670,7429785,10396337
gnadGjoel,blocksworld_04,30,0.00274,143,233,410
colored,blocksworld_04,31,5.18086,72034,293008,398924
gnadGjoel,blocksworld_04,31,0.001463,64,126,200
colored,blocksworld_04,32,65.7165,697171,2765943,3806393
gnadGjoel,blocksworld_04,32,0.001434,49,93,144
colored,blocksworld_04,33,2.00548,29842,118308,158157
gnadGjoel,blocksworld_04,33,0.002937,207,302,549
colored,blocksworld_04,34,14.9902,166244,565822,803553
gnadGjoel,blocksworld_04,34,0.001668,71,125,209
colored,blocksworld_04,35,22.3846,304407,1050811,1487796
gnadGjoel,blocksworld_04,35,0.002033,83,128,224
colored,blocksworld_04,36,2.59379,39509,172110,226799
gnadGjoel,blocksworld_04,36,0.001836,93,171,283
colored,blocksworld_04,37,3.43091,51990,204350,278786
gnadGjoel,blocksworld_04,37,0.001626,86,139,227
colored,blocksworld_04,38,3.10475,46499,190048,253821
gnadGjoel,blocksworld_04,38,0.002607,108,198,329
colored,blocksworld_04,39,12.2789,113737,465418,629555
gnadGjoel,blocksworld_04,39,0.00119,51,83,139
colored,blocksworld_04,40,3.92546,47691,197700,263026
gnadGjoel,blocksworld_04,40,0.001582,78,135,227
colored,blocksworld_04,41,4.05652,56126,278143,359894
gnadGjoel,blocksworld_04,41,0.001879,71,130,208
colored,blocksworld_04,42,3.38019,46977,213875,282380
gnadGjoel,blocksworld_04,42,0.001509,105,175,293
colored,blocksworld_04,43,15.1446,191064,792496,1071437
gnadGjoel,blocksworld_04,43,0.001667,77,151,239
colored,blocksworld_04,44,4.67655,37415,152387,206016
gnadGjoel,blocksworld_04,44,0.003147,120,206,359
colored,blocksworld_04,45,7.56771,88876,335964,459529
gnadGjoel,blocksworld_04,45,0.002922,131,221,374
colored,blocksworld_04,46,3.8358,53956,226619,305048
gnadGjoel,blocksworld_04,46,0.002518,196,295,551
colored,blocksworld_04,47,6.73478,95496,409519,542119
gnadGjoel,blocksworld_04,47,0.002625,67,131,208
colored,blocksworld_04,48,1.67017,21202,119442,148546
gnadGjoel,blocksworld_04,48,0.001678,95,169,290
colored,blocksworld_04,49,13.5859,152920,594340,825668
gnadGjoel,blocksworld_04,49,0.002248,73,130,215
colored,blocksworld_05,1,8.20003,75951,419302,524743
gnadGjoel,blocksworld_05,1,0.001567,115,175,299
colored,blocksworld_05,2,5.26626,50716,294440,362406
gnadGjoel,blocksworld_05,2,0.002454,100,167,276
colored,blocksworld_05,3,6.35082,56081,317793,394467
gnadGjoel,blocksworld_05,3,0.002089,104,179,301
colored,blocksworld_05,4,3.80921,37965,197755,247450
gnadGjoel,blocksworld_05,4,0.002777,148,244,441
colored,blocksworld_05,5,29.8533,250042,1332371,1692739
gnadGjoel,blocksworld_05,5,0.002291,86,154,251
colored,blocksworld_05,6,69.9208,608845,2965962,3818711
gnadGjoel,blocksworld_05,6,0.002314,224,330,597
colored,blocksworld_05,7,5.24061,52316,300078,370577
gnadGjoel,blocksworld_05,7,0.001887,83,159,257
colored,blocksworld_05,8,23.6835,210781,1157097,1451978
gnadGjoel,blocksworld_05,8,0.002902,247,354,675
colored,blocksworld_05,9,7.863,76318,434599,539431
gnadGjoel,blocksworld_05,9,0.001676,100,167,293
colored,blocksworld_05,10,6.78424,63201,358561,449029
gnadGjoel,blocksworld_05,10,0.00138,37,65,102
colored,blocksworld_05,11,8.07879,67658,381826,474676
gnadGjoel,blocksworld_05,11,0.001802,159,241,428
colored,blocksworld_05,12,7.50951,71032,420490,514564
gnadGjoel,blocksworld_05,12,0.002526,122,181,327
colored,blocksworld_05,13,8.83936,86818,438303,554781
gnadGjoel,blocksworld_05,13,0.002316,131,224,375
colored,blocksworld_05,14,6.47288,60355,355679,436701
gnadGjoel,blocksworld_05,14,0.001749,34,61,98
colored,blocksworld_05,15,30.7366,238159,1265259,1595160
gnadGjoel,blocksworld_05,15,0.002944,126,210,368
colored,blocksworld_05,16,15.9868,150555,776003,987950
gnadGjoel,blocksworld_05,16,0.002292,83,155,256
colored,blocksworld_05,17,7.59331,70687,426729,524690
gnadGjoel,blocksworld_05,17,0.002615,129,203,347
colored,blocksworld_05,18,17.6931,159984,848870,1067099
gnadGjoel,blocksworld_05,18,0.002092,100,178,299
colored,blocksworld_05,19,33.7432,319210,1693357,2147179
gnadGjoel,blocksworld_05,19,0.001587,108,178,309
colored,blocksworld_05,20,4.49989,46112,258022,320116
gnadGjoel,blocksworld_05,20,0.001709,103,165,284
colored,blocksworld_05,21,14.2749,103133,616684,754071
gnadGjoel,blocksworld_05,21,0.002367,254,373,689
colored,blocksworld_05,22,30.7837,295798,1544992,1972957
gnadGjoel,blocksworld_05,22,0.00241,34,70,106
colored,blocksworld_05,23,8.15728,76470,426105,530319
gnadGjoel,blocksworld_05,23,0.001534,113,180,309
colored,blocksworld_05,24,3.49444,32551,216221,258323
gnadGjoel,blocksworld_05,24,0.001346,67,130,205
colored,blocksworld_05,25,14.1494,138059,728849,918111
gnadGjoel,blocksworld_05,25,0.001957,146,238,413
colored,blocksworld_05,26,20.2017,185625,868961,1133952
gnadGjoel,blocksworld_05,26,0.002251,104,179,309
colored,blocksworld_05,27,7.91031,77110,409118,517012
gnadGjoel,blocksworld_05,27,0.001587,83,117,212
colored,blocksworld_05,28,8.51914,82007,444170,556305
gnadGjoel,blocksworld_05,28,0.002364,133,232,394
colored,blocksworld_05,29,4.31308,42952,258150,315369
gnadGjoel,blocksworld_05,29,0.00191,57,90,153
colored,blocksworld_05,30,11.8086,117366,623020,780894
gnadGjoel,blocksworld_05,30,0.001797,146,219,391
colored,blocksworld_05,31,16.0565,155792,887452,1097746
gnadGjoel,blocksworld_05,31,0.002895,197,297,547
colored,blocksworld_05,32,8.62027,82183,492058,601890
gnadGjoel,blocksworld_05,32,0.002935,220,308,568
colored,blocksworld_05,33,7.95502,77089,404500,512061
gnadGjoel,blocksworld_05,33,0.001753,35,66,105
colored,blocksworld_05,34,9.69073,87130,489738,608329
gnadGjoel,blocksworld_05,34,0.001969,204,316,571
colored,blocksworld_05,35,3.96104,35145,204793,252892
gnadGjoel,blocksworld_05,35,0.002683,70,135,217
colored,blocksworld_05,36,4.92963,49059,283691,349178
gnadGjoel,blocksworld_05,36,0.00188,51,93,151
colored,blocksworld_05,37,13.2166,126558,649061,826366
gnadGjoel,blocksworld_05,37,0.001766,61,106,173
colored,blocksworld_05,38,12.0983,125007,559638,731430
gnadGjoel,blocksworld_05,38,0.004381,65,100,169
colored,blocksworld_05,39,11.9546,114475,665845,828500
gnadGjoel,blocksworld_05,39,0.00225,148,241,419
colored,blocksworld_05,40,9.73443,102337,512811,651430
gnadGjoel,blocksworld_05,40,0.001828,58,122,187
colored,blocksworld_05,41,8.90283,93743,509986,638398
gnadGjoel,blocksworld_05,41,0.002372,182,279,504
colored,blocksworld_05,42,30.1218,296953,1525512,1941950
gnadGjoel,blocksworld_05,42,0.001414,41,75,119
colored,blocksworld_05,43,47.8848,465185,2102444,2786383
gnadGjoel,blocksworld_05,43,0.001518,59,88,150
colored,blocksworld_05,44,4.9686,47745,300891,365088
gnadGjoel,blocksworld_05,44,0.002086,114,176,304
colored,blocksworld_05,45,18.9919,196059,956099,1234525
gnadGjoel,blocksworld_05,45,0.002224,214,311,574
colored,blocksworld_05,46,6.35488,69997,375069,468806
gnadGjoel,blocksworld_05,46,0.001617,98,160,278
colored,blocksworld_05,47,17.6696,162540,884092,1117129
gnadGjoel,blocksworld_05,47,0.002124,71,133,216
colored,blocksworld_05,48,26.534,291379,1576759,1986254
gnadGjoel,blocksworld_05,48,0.00132,40,72,113
colored,blocksworld_05,49,31.9429,307883,1612514,2041118
gnadGjoel,blocksworld_05,49,0.002409,298,437,827
colored,blocksworld_06,1,40.4043,242221,1661694,2025334
gnadGjoel,blocksworld_06,1,0.002214,178,272,485
colored,blocksworld_06,2,102.019,578803,3409632,4220843
gnadGjoel,blocksworld_06,2,0.002452,163,243,435
colored,blocksworld_06,3,24.7637,144332,884023,1094608
gnadGjoel,blocksworld_06,3,0.001763,48,76,132
colored,blocksworld_06,4,24.1813,114664,743136,899792
gnadGjoel,blocksworld_06,4,0.002221,113,177,306
